Sample,Faecalibacterium prausnitzii,Streptococcus salivarius,Anaerostipes hadrus,Bacteroides stercoris,Collinsella aerofaciens,Bifidobacterium longum,Phocaeicola plebeius,Phocaeicola vulgatus,Dorea longicatena,Eubacterium sp. CAG:251,Fusicatenibacter saccharivorans,Coprococcus comes,[Ruminococcus] torques,Anaerobutyricum hallii,Holdemanella biformis,Bacteroides uniformis,Blautia wexlerae,Gemmiger formicilis,Dorea formicigenerans,Streptococcus parasanguinis,Coprococcus eutactus,[Ruminococcus] lactaris,Coprococcus catus,Roseburia intestinalis,Roseburia inulinivorans,Phascolarctobacterium succinatutens,[Eubacterium] rectale,Blautia obeum,Agathobaculum butyriciproducens,Bacteroides xylanisolvens,Bacteroides ovatus,Bacteroides thetaiotaomicron,Streptococcus thermophilus,Eubacterium ramulus,Bifidobacterium adolescentis,Eubacterium sp. CAG:274,Eubacterium ventriosum,Flavonifractor plautii,Oscillibacter sp. 57_20,Roseburia hominis,Alistipes finegoldii,Alistipes putredinis,Veillonella atypica,Ruminococcus bromii,Firmicutes bacterium CAG:83,Veillonella parvula,Lachnospira eligens,[Ruminococcus] gnavus,Bacteroides eggerthii,Roseburia faecis,Phocaeicola coprocola,Adlercreutzia equolifaciens,Gordonibacter pamelaeae,Eubacterium sp. CAG:180,Parabacteroides merdae,Phocaeicola dorei,[Eubacterium] siraeum,Barnesiella intestinihominis,Methanobrevibacter smithii,Firmicutes bacterium CAG:145,Bacteroides cellulosilyticus,Adlercreutzia equolifaciens_1,Ruminococcus bicirculans,Firmicutes bacterium CAG:110,Parabacteroides distasonis,Ruthenibacterium lactatiformans,Odoribacter splanchnicus,Oscillibacter sp. CAG:241,Alistipes shahii,Eggerthella lenta,Escherichia coli,Butyricimonas virosa,Bacteroides sp. CAG:144,Intestinibacter bartlettii,Erysipelatoclostridium ramosum,Slackia isoflavoniconvertens,Clostridium sp. CAG:58,Akkermansia muciniphila,Bacteroides intestinalis,Bifidobacterium pseudocatenulatum,Eubacterium sp. CAG:38,Bacteroides fragilis,Bifidobacterium bifidum,Blautia sp. CAG:257,Parasutterella excrementihominis,Proteobacteria bacterium CAG:139,Lawsonibacter asaccharolyticus,Coprobacter fastidiosus,Alistipes inops,Bacteroides finegoldii,Paraprevotella xylaniphila,Dialister invisus,Enterocloster bolteae,Bacteroides caccae,Desulfovibrio piger,Lachnospira pectinoschiza,Prevotella copri,Phocaeicola massiliensis,Megamonas funiformis,Phascolarctobacterium faecium,Acidaminococcus intestini,Anaerotignum lactatifermentans,Bacteroides salyersiae,Parvimonas micra,Klebsiella pneumoniae,Klebsiella variicola,Klebsiella quasipneumoniae
SID31004,8.166266368861745,7.955615782331169,7.668779737587842,7.209461097311531,7.079788137270394,6.9212942005224205,6.8851370472010816,6.881154448525331,6.87158203018034,6.848547287061104,6.832449412247306,6.55004175076019,6.4733334792755075,6.405701950108525,6.366203865340566,6.306855948725154,6.285390619789039,6.266769523126217,6.219940345472507,6.194125960679147,6.1853513654157615,5.911420081394381,5.626192937958366,5.605420831621444,5.359018736796747,5.245807066438537,5.235378155450418,5.156881485187423,5.061898010387052,5.03981810338251,4.9015453732949945,4.84710356687339,4.763864316821332,4.687003180068835,4.502425774798239,4.306874378842934,4.12032691180838,4.0464421990814206,2.981455130770515,2.8869986135586627,2.769612610987569,2.461920029939082,2.1187543575697756,2.0803552246352397,2.0037305876012383,1.9793348223200304,1.858100957505914,0.747293395743986,0.28827218316685954,0.28632854795828866,-0.43844182103216944,-0.7194527546669276,-1.5370541097002786,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986,-4.569600356376986
SID31009,6.429909174896666,2.8112945066913806,6.806289858126187,-5.3421271911658215,6.0888449921462,5.647187095400758,-5.3421271911658215,-0.06912763260207466,6.282100353361101,-5.3421271911658215,6.447359361705285,6.0113452279140605,4.7587552426617385,5.873412606724239,-5.3421271911658215,6.2509786643069205,2.9314008132154097,3.320637123569635,4.484438819454073,2.196234749901363,-5.3421271911658215,4.7985744566612984,5.49648756769074,4.845580197191882,4.030438317155154,-5.3421271911658215,3.625854954322243,4.960505540733651,2.5541464536873515,2.383975175360344,-3.3611257222992377,4.605066193630375,6.850320555548013,3.4569689054381563,5.56249762865458,-5.3421271911658215,2.4673126673011083,0.5563993602828914,0.7123121551035494,1.9190979008060998,2.0988999004121363,3.928955442765747,-1.4657313633808267,6.722914582238264,2.157296099426407,-5.3421271911658215,2.936935706627883,-3.0148494855814043,-5.3421271911658215,2.6812613608187283,-5.3421271911658215,4.31446828292677,0.1863093404328504,7.795295227558194,4.524112700468639,4.076912920692159,4.055480818886074,4.031373154795207,3.9165985011368205,3.872454175067616,3.750780083918266,3.6701585050274073,3.1822402039984166,3.0777287673614584,3.0026749721333696,2.298716875469209,2.031717817740915,1.9205014098084199,1.5663778067068614,1.5061434409814236,1.4417641005939297,1.1677590563297793,1.114249922693745,1.0506270926398442,-0.2685170979081777,-0.29548145954653293,-1.0865144813475984,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215,-5.3421271911658215
SID31021,6.266257115899464,2.716397749931676,6.570947302689035,0.030553732933815247,5.443288133766329,5.8880988346468115,-5.66737832804421,3.8867290375699213,4.70386031868436,5.320428181784643,4.20190590315042,5.22166012545917,5.647059612167066,5.555288414427454,-5.66737832804421,-5.66737832804421,4.230531196177856,4.904848439445695,4.03088233197633,1.4201953775137635,-5.66737832804421,-3.4701537507079907,4.063837003550965,4.755565001128788,3.993033975052248,-5.66737832804421,6.618127993583569,4.846940803811611,4.1420594999799585,-5.66737832804421,1.1861847218545005,0.8499236004502007,4.505773700531517,1.5700403456298098,6.319247051484648,-5.66737832804421,1.9697355134604444,0.985484701309137,0.9280605975277854,4.340300306628834,4.517559419067181,4.359962686658916,-1.9120091326614403,6.513684154481796,6.3576264744643645,-0.23256521690763599,2.1051638399449666,-1.113501436443669,-5.66737832804421,3.6494818873096455,3.3078091684920325,4.654350699452477,4.382674061573754,-5.66737832804421,-5.66737832804421,-5.66737832804421,5.1336706528517855,3.464270506350193,-5.66737832804421,4.719044503366981,-5.66737832804421,3.989233146432391,4.533645707355065,-5.66737832804421,-5.66737832804421,3.9552869033878473,1.5883894842980064,-5.66737832804421,2.0711097944504355,1.8778792775304214,-5.66737832804421,-5.66737832804421,-5.66737832804421,0.6520401347303268,1.231588444904848,-3.3401006224597927,3.45320143672435,6.7181419568658995,4.783862067980035,3.9522697597575878,2.2244197848629006,2.189715536858283,1.5859151104657427,1.0422308437970011,0.6917629211102803,0.4463038517880209,-0.35911063064300475,-1.4777235860177846,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421,-5.66737832804421
SID31030,5.8936296551992395,3.012824693718604,4.93721656809978,4.350273938853429,5.65124471530133,4.841944515399135,-5.26204212696665,4.945320677916009,5.22985689524044,5.286871869918012,5.485525614800695,5.063316877250109,5.8804245460939795,5.601236162889485,-5.26204212696665,4.289917925068944,4.842404715747804,3.311578655748231,3.6254034168020075,1.657641722880761,-5.26204212696665,-5.26204212696665,3.886502625342656,4.273655365535697,6.37305450947153,-5.26204212696665,5.87869220968905,4.0203630599097,4.692352395343284,1.7765220921269012,0.6507849746242593,-5.26204212696665,-5.26204212696665,3.0775184971417646,-5.26204212696665,-5.26204212696665,4.95635652533679,-5.26204212696665,1.3251634759380893,3.6388476140846038,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,4.946629687219898,2.9505262712674947,4.472257247165487,2.277915346947992,5.452792221671023,6.3701563741687846,-5.26204212696665,3.2548010031852925,3.3875818516300775,-5.26204212696665,-1.3351305090447534,5.234903477708829,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,3.6493529802790414,2.9287974613495376,3.4296504409374027,5.296475284016296,3.6189604972889193,2.1214813839660756,1.7813361058002015,5.312807014057501,3.5545517054805513,2.7340225476877,-5.26204212696665,1.0446892603313476,-5.26204212696665,0.9605341411047186,-5.26204212696665,-5.26204212696665,3.896030792073056,8.714301803241575,-5.26204212696665,-5.26204212696665,0.5332554565253247,3.85046488466077,-5.26204212696665,0.24227263206062588,-5.26204212696665,-5.26204212696665,1.5400748199924905,-5.26204212696665,4.813621945056194,3.4667886755775954,1.9970740011304509,1.509033953100234,-0.9346036825771709,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665,-5.26204212696665
SID31071,7.447922559456522,3.5479469919748254,6.007697994304135,2.157299651359344,6.958520131636795,6.7637700784576165,-5.241027522361516,4.857522986160902,6.5444067308015805,6.9032840746138975,7.059063559941162,4.985720372823595,6.517863088958403,6.10670780154105,-5.241027522361516,3.027576096409037,3.195822916372183,4.8574612755425415,4.942040624091982,3.6824304573334503,-5.241027522361516,5.973400932305498,4.591943677350505,5.488760406851796,4.650665750291901,4.6212212821580145,4.122420128145208,4.8830302733696955,3.1066221246199826,-5.241027522361516,1.0779405913849187,0.026830636701812516,1.500968288125645,5.564575769867462,6.776236571244762,2.5750871181684962,1.8725216695997182,3.1021693610067573,0.829710205640974,-0.9235394088252056,-5.241027522361516,3.245036133857801,-5.241027522361516,0.7372251307742355,-5.241027522361516,1.1521450839769183,4.128536355162645,-5.241027522361516,-0.06346635694927905,6.590966030426063,-5.241027522361516,0.6771940629787485,0.5107511505629407,-5.241027522361516,-0.3210465965333906,-5.241027522361516,3.411963241951942,-5.241027522361516,-5.241027522361516,-0.0819722231469866,-5.241027522361516,-0.023378058880934027,1.688489248402134,1.8457104121490615,-1.6368892967026696,1.6609611617262843,0.24791020379517104,-0.29226763198334726,-2.516448019308095,-0.09208061246774779,-0.2816855226528103,-5.241027522361516,-5.241027522361516,4.167159105554715,-5.241027522361516,6.171826194509478,3.1522450871352437,2.9577494372330797,-5.241027522361516,4.27516018019329,1.951906698854284,-0.9471492744643388,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,0.3177291802444273,-5.241027522361516,-0.6663165438581329,-1.4915234464311444,-1.2707356088093942,-5.241027522361516,-5.241027522361516,0.17396115099021436,-0.8652705007012296,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516,-5.241027522361516
SID31112,6.380159962771333,5.935008152147808,8.843078486979847,-2.8928265158551207,10.210472281828899,-2.8928265158551207,-2.8928265158551207,6.227315588202913,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,4.318361145670029,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,4.5149461881764035,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,8.289112637254055,4.783183416173767,-0.08946613494858546,9.476070512517206,-2.8928265158551207,5.550558658416393,-2.8928265158551207,3.986272053877212,5.696361702732265,-2.8928265158551207,10.342156813621278,-2.8928265158551207,-2.8928265158551207,5.777688440504766,-2.8928265158551207,6.384728480797254,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,0.3843182171370563,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,9.553107161955003,-2.8928265158551207,9.129266198538197,-2.8928265158551207,-2.8928265158551207,1.7443267159860216,-2.8928265158551207,-2.8928265158551207,2.6216097870701613,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,2.611488243172155,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,3.7529144374238133,6.656055378863652,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,3.9447745032038095,5.0256201704226555,-2.8928265158551207,-2.8928265158551207,9.064156367844829,7.672872091925301,8.73490645114774,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,2.9821042149969097,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,2.491668546933968,2.2370721990679527,-2.8928265158551207,1.082171288734414,5.706130977363756,-2.8928265158551207,2.6012632052109934,2.5603555612538313,2.4228394890275293,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207,-2.8928265158551207
SID31129,7.061842143818405,3.1178450937208635,6.121794684269039,-4.226066140690235,9.28156473953254,5.358128266017388,-4.226066140690235,2.950952625219665,8.214340212165776,-4.226066140690235,6.498653932169057,6.191733450996656,5.839380809835105,7.320049873253147,-4.226066140690235,-0.3600870737634958,6.520765035963983,4.143670581258127,6.115466643372311,2.327511074551757,-4.226066140690235,-4.226066140690235,5.845200233823516,3.432397429376379,-0.5434562995898942,-4.226066140690235,7.1593213636774635,6.026704100265065,5.22205020464447,-4.226066140690235,-4.226066140690235,-4.226066140690235,7.125592551682926,1.950320744911759,1.7716289561683833,5.7040876852418965,5.726247289663299,-4.226066140690235,-4.226066140690235,4.982247178201315,-4.226066140690235,1.2377656643353756,-4.226066140690235,1.199984592367353,2.8285993836065226,-4.226066140690235,-4.226066140690235,5.736374048438429,-4.226066140690235,4.963943964812697,-4.226066140690235,3.820723341458927,3.838255820220568,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,3.210403794893633,-4.226066140690235,2.424536270874944,1.8365556007340746,-4.226066140690235,-4.226066140690235,2.531156903987355,-4.226066140690235,-4.226066140690235,-4.226066140690235,2.0185860790803334,5.479092416906122,-4.226066140690235,-4.226066140690235,-4.226066140690235,5.2300790651432365,1.7547165580708866,4.249054274304095,0.8768444295151916,-4.226066140690235,5.45175906603048,-4.226066140690235,2.6434679254717044,9.066452162642074,6.703167265026889,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-0.5754078993964962,1.2535305730733128,-4.226066140690235,-4.226066140690235,2.5473002352532506,-4.226066140690235,0.9710487203486391,-0.2942405079659087,-2.354263963788644,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235,-4.226066140690235
SID31137,7.473218162310303,5.202723740875744,9.854404834989131,-2.7636027772373195,2.0070818472283456,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-0.1796052248050879,1.367555758107497,8.911239561031216,-0.2786961274493187,0.8607381557390461,-2.7636027772373195,10.99523795339153,-2.7636027772373195,-2.7636027772373195,3.2925955844372305,1.6215439847728055,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,2.4279642193638367,0.6292263547543193,8.82633928288144,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,3.849110074886744,-2.7636027772373195,-2.7636027772373195,6.362757980943588,-2.7636027772373195,6.367477913753231,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,0.9315072266272528,3.744420925484414,-2.7636027772373195,2.6788149332844737,4.285000810332197,9.105052935586777,-2.7636027772373195,1.816249600766482,-2.7636027772373195,7.882000675514778,6.8848796160701635,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,5.214965273055144,-2.7636027772373195,7.352068486376677,-2.7636027772373195,-2.7636027772373195,7.104218736796957,6.265425528238082,3.7327950679318156,-2.7636027772373195,4.026775633591245,6.690173849320836,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,1.7193997747765648,6.057687027898793,-0.1796052248050879,-2.7636027772373195,7.733625899392107,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,8.51849342687391,-2.7636027772373195,-2.7636027772373195,2.4728391855926297,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,1.5336826289814711,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195,-2.7636027772373195
SID31159,4.131400995460956,3.3961576643366405,5.29053270383417,4.229393175115771,8.341387839118696,5.483096881588299,-4.079606651938941,1.5280319621643574,7.156167760885723,-4.079606651938941,4.543656803204363,-0.6784092702767852,6.0162456057188125,4.955725356537512,0.1970594670771142,2.7958836664559206,3.105212020346836,0.9376731848759832,5.6430182790394765,4.046689795544529,0.7526991066328979,-4.079606651938941,-4.079606651938941,-4.079606651938941,1.9432354308612965,-4.079606651938941,7.231542228521418,1.5720049503883509,4.201041082472895,-0.811940662901308,0.02716043028171722,1.1997827047235763,4.36048948909233,-4.079606651938941,9.571195817360351,3.5782667038627674,-4.079606651938941,2.020151604804308,-0.3068457138443028,0.8012995354825305,1.3799788622052178,3.827400879631698,4.1491041468547465,5.55784615815957,4.051850526550127,6.015843334427822,-1.4405493223236823,8.97354811642305,-4.079606651938941,1.3916130494865584,-4.079606651938941,-1.1220955912051478,3.311808582736417,-4.079606651938941,1.466546878513677,5.328600488166659,-4.079606651938941,-4.079606651938941,2.084760230046504,-4.079606651938941,-4.079606651938941,-0.6456194474537948,1.1488245871449294,-4.079606651938941,5.246737395793548,0.9409789730104832,-1.910552951569418,0.23119247344657268,-4.079606651938941,4.8611862177809435,9.153268052887029,-4.079606651938941,-4.079606651938941,1.103580407355464,0.6455663264438467,-4.079606651938941,1.799528710195121,2.0527062037564203,-4.079606651938941,-0.831172024829196,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941,0.8385477893631492,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941,0.9622042596257643,-4.079606651938941,-4.079606651938941,-4.079606651938941,-0.9333015199055756,0.13990105323716584,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941,-1.6157534113487735,-4.079606651938941,-4.079606651938941,-4.079606651938941,-4.079606651938941
SID31160,8.221210066564812,3.4187441417794773,8.347883525978034,-4.422158986143238,7.219106921754432,-4.422158986143238,4.088965829871393,4.644051166412922,7.28285064258446,3.274053653203169,7.482423357284295,7.135467340804774,3.001558700710042,7.646149033546471,2.802230187240448,5.16129546372345,5.450031379035121,5.727231154827615,5.56912192921855,2.7523738811731704,4.871579994627497,-4.422158986143238,-0.42855599372266884,3.607925108124325,4.176014934405279,6.6660115119344,-4.422158986143238,5.602926538140378,5.849013922664175,-4.422158986143238,-4.422158986143238,0.6164156766422595,2.8439697934132133,3.9202045142373407,-0.9564230833435108,-4.422158986143238,0.03798542779459613,-4.422158986143238,4.0870524355313425,3.7257081437807082,-4.422158986143238,-4.422158986143238,-0.2554937623415112,8.121352393085058,4.305740736483527,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,6.054163734879662,-4.422158986143238,4.528114480414137,1.1918811130121023,6.890169947281295,-4.422158986143238,0.8288046840213283,4.103498283685129,-4.422158986143238,5.927359636247717,-4.422158986143238,-4.422158986143238,4.562534704300616,-4.422158986143238,5.5496528811122285,2.086982659679837,2.746035628896806,-1.5179939061147376,3.0234045879347766,2.2727124304623048,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,6.680961969119728,-4.422158986143238,-4.422158986143238,4.147958668580887,-2.1975354346189038,2.261201959623037,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-1.439005494796107,-4.422158986143238,-4.422158986143238,2.2186967595696467,1.0267312388841736,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,4.145442107816845,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238,-4.422158986143238
